Movie Name,Votes,Certification,Gross (USD millions),Star 1,Star 2,Star 3,Star 4,Genre1,Genre2,Genre3,Popularity
Raazi,32297,Not Rated,,Alia Bhatt,Vicky Kaushal,Rajit Kapoor,Shishir Sharma,Action, Drama, Thriller,
Guardians of the Galaxy Vol. 2,716033,PG-13,389.81,Chris Pratt,Zoe Saldana,Dave Bautista,Vin Diesel,Action, Adventure, Comedy,77
The Fifth Element,486307,PG-13,63.54,Bruce Willis,Milla Jovovich,Gary Oldman,Ian Holm,Action, Adventure, Sci-Fi,222
Sicario,446493,R,46.89,Emily Blunt,Josh Brolin,Benicio Del Toro,Jon Bernthal,Action, Crime, Drama,235
300,836735,R,210.61,Gerard Butler,Lena Headey,David Wenham,Dominic West,Action, Drama,,389
Baby Driver,567083,R,107.83,Ansel Elgort,Jon Bernthal,Jon Hamm,Eiza González,Action, Crime, Drama,491
Star Wars: Episode III - Revenge of the Sith,812237,PG-13,380.26,Hayden Christensen,Natalie Portman,Ewan McGregor,Samuel L. Jackson,Action, Adventure, Fantasy,503
Deadpool 2,605668,R,324.59,Ryan Reynolds,Josh Brolin,Morena Baccarin,Julian Dennison,Action, Adventure, Comedy,508
Watchmen,562964,R,107.51,Jackie Earle Haley,Patrick Wilson,Carla Gugino,Malin Akerman,Action, Drama, Mystery,624
Harry Potter and the Half-Blood Prince,564474,PG,301.96,Daniel Radcliffe,Emma Watson,Rupert Grint,Michael Gambon,Action, Adventure, Family,641
Kung Fu Panda,488959,PG,215.43,Jack Black,Ian McShane,Angelina Jolie,Dustin Hoffman,Animation, Action, Adventure,989
RoboCop (1987),267625,R,53.42,Peter Weller,Nancy Allen,Dan O'Herlihy,Ronny Cox,Action, Crime, Sci-Fi,1010
Train to Busan,234847,Not Rated,2.13,Gong Yoo,Jung Yu-mi,Ma Dong-seok,Su-an Kim,Action, Horror, Thriller,1011
The Warriors,106112,R,22.49,Michael Beck,James Remar,Dorsey Wright,Brian Tyler,Action, Crime, Thriller,1071
Creed,296840,PG-13,109.77,Michael B. Jordan,Sylvester Stallone,Tessa Thompson,Phylicia Rashad,Action, Drama, Sport,1114
Incredibles 2,309784,PG,608.58,Craig T. Nelson,Holly Hunter,Sarah Vowell,Huck Milner,Animation, Action, Adventure,1117
The Road Warrior,186212,R,12.47,Mel Gibson,Bruce Spence,Michael Preston,Max Phipps,Action, Adventure, Sci-Fi,1134
Kick-Ass,575328,R,48.07,Aaron Taylor-Johnson,Nicolas Cage,Chloë Grace Moretz,Garrett M. Brown,Action, Comedy, Crime,1135
Falling Down,196979,R,40.9,Michael Douglas,Robert Duvall,Barbara Hershey,Rachel Ticotin,Action, Crime, Drama,1321
Zombieland,595591,R,75.59,Jesse Eisenberg,Emma Stone,Woody Harrelson,Abigail Breslin,Action, Comedy, Horror,1374
Minority Report,565415,PG-13,132.07,Tom Cruise,Colin Farrell,Samantha Morton,Max von Sydow,Action, Crime, Mystery,1500
Sherlock Holmes,648412,PG-13,209.03,Robert Downey Jr.,Jude Law,Rachel McAdams,Mark Strong,Action, Adventure, Mystery,1515
Rise of the Planet of the Apes,540441,PG-13,176.76,James Franco,Andy Serkis,Freida Pinto,Karin Konoval,Action, Drama, Sci-Fi,1660
The Raid: Redemption,210263,R,4.11,Iko Uwais,Ananda George,Ray Sahetapy,Donny Alamsyah,Action, Crime, Thriller,1780
Dawn of the Planet of the Apes,451833,PG-13,208.55,Gary Oldman,Keri Russell,Andy Serkis,Kodi Smit-McPhee,Action, Adventure, Drama,1828
Where Eagles Dare,60535,M,,Richard Burton,Clint Eastwood,Mary Ure,Patrick Wymark,Action, Adventure, War,2013
End of Watch,256823,R,41,Jake Gyllenhaal,Michael Peña,Anna Kendrick,America Ferrera,Action, Adventure, Crime,2186
Lethal Weapon,266447,R,65.21,Mel Gibson,Danny Glover,Gary Busey,Mitchell Ryan,Action, Crime, Thriller,2533
Battle Royale,188397,Not Rated,,Tatsuya Fujiwara,Aki Maeda,Tarô Yamamoto,Chiaki Kuriyama,Action, Adventure, Drama,2704
Enter the Dragon,107779,R,25,Bruce Lee,John Saxon,Jim Kelly,Ahna Capri,Action, Crime, Drama,2782
Die Hard with a Vengeance,396032,R,100.01,Bruce Willis,Jeremy Irons,Samuel L. Jackson,Graham Greene,Action, Adventure, Thriller,3179
Star Trek: First Contact,128837,PG-13,92,Patrick Stewart,Jonathan Frakes,Brent Spiner,LeVar Burton,Action, Adventure, Drama,3498
Hotel Mumbai,67050,R,9.65,Dev Patel,Armie Hammer,Nazanin Boniadi,Anupam Kher,Action, Drama, History,3757
Only the Brave,73123,PG-13,18.34,Josh Brolin,Miles Teller,Jeff Bridges,Jennifer Connelly,Action, Biography, Drama,3848
Escape from Alcatraz,141804,PG,43,Clint Eastwood,Patrick McGoohan,Roberts Blossom,Jack Thibeau,Action, Biography, Crime,4556
United 93,108421,R,31.57,David Alan Basche,Olivia Thirlby,Liza Colón-Zayas,J.J. Johnson,Action, Drama, History,
The Taking of Pelham One Two Three,32954,R,2.49,Walter Matthau,Robert Shaw,Martin Balsam,Hector Elizondo,Action, Crime, Thriller,
Vampire Hunter D: Bloodlust,33500,R,0.15,Andrew Philpot,John Rafter Lee,Pamela Adlon,Wendee Lee,Animation, Action, Drama,
Fearless,77431,PG-13,24.63,Jet Li,Li Sun,Yong Dong,Yun Qu,Action, Biography, Drama,
Pushpa: The Rise - Part 1,80497,UA,,Allu Arjun,Fahadh Faasil,Rashmika Mandanna,Jagadeesh Prathap Bandari,Action, Crime, Drama,
Ludo,41253,TV-MA,,Pankaj Tripathi,Abhishek Bachchan,Rajkummar Rao,Fatima Sana Shaikh,Action, Comedy, Crime,
Evangelion: 1.0 You Are (Not) Alone,25745,PG-13,0.11,Megumi Ogata,Megumi Hayashibara,Kotono Mitsuishi,Yuriko Yamaguchi,Animation, Action, Drama,
Cell 211,69193,A,,Luis Tosar,Alberto Ammann,Antonio Resines,Manuel Morón,Action, Adventure, Crime,
Lupin III: The Castle of Cagliostro,31795,U,,Yasuo Yamada,Eiko Masuyama,Kiyoshi Kobayashi,Makio Inoue,Animation, Action, Adventure,
The Boy and the Beast,25393,PG-13,0.45,Kôji Yakusho,Aoi Miyazaki,Shôta Sometani,Suzu Hirose,Animation, Action, Adventure,
Mortal World,28175,,,Ahmet Mümtaz Taylan,Alper Kul,Sarp Apak,Irem Sak,Action, Comedy, Crime,
The Covenant (2023),43487,R,,Jake Gyllenhaal,Dar Salim,Sean Sagar,Jason Wong,Action, Thriller, War,16
It's a Mad Mad Mad Mad World,43869,G,46.3,Spencer Tracy,Milton Berle,Ethel Merman,Mickey Rooney,Action, Adventure, Comedy,178
Indiana Jones and the Temple of Doom,503964,PG,179.87,Harrison Ford,Kate Capshaw,Ke Huy Quan,Amrish Puri,Action, Adventure,,367
Lone Survivor,295572,R,125.1,Mark Wahlberg,Taylor Kitsch,Emile Hirsch,Ben Foster,Action, Biography, Drama,444
Batman,387512,PG-13,251.19,Michael Keaton,Jack Nicholson,Kim Basinger,Robert Wuhl,Action, Adventure,,477
Scott Pilgrim vs. the World,441871,PG-13,31.49,Michael Cera,Mary Elizabeth Winstead,Kieran Culkin,Anna Kendrick,Action, Comedy, Fantasy,564
Harry Potter and the Order of the Phoenix,601462,PG-13,292,Daniel Radcliffe,Emma Watson,Rupert Grint,Brendan Gleeson,Action, Adventure, Family,573
Fury,512661,R,85.82,Brad Pitt,Shia LaBeouf,Logan Lerman,Michael Peña,Action, Drama, War,608
The Hunger Games: Catching Fire,684024,PG-13,424.67,Jennifer Lawrence,Josh Hutcherson,Liam Hemsworth,Philip Seymour Hoffman,Action, Adventure, Sci-Fi,653
Upgrade,193161,R,11.98,Logan Marshall-Green,Melanie Vallejo,Steve Danielsen,Abby Craden,Action, Sci-Fi, Thriller,826
The Crow,190436,R,50.69,Brandon Lee,Michael Wincott,Rochelle Davis,Ernie Hudson,Action, Crime, Drama,843
Total Recall (1990),340931,R,119.39,Arnold Schwarzenegger,Sharon Stone,Michael Ironside,Rachel Ticotin,Action, Adventure, Sci-Fi,946
Doctor Strange,766185,PG-13,232.64,Benedict Cumberbatch,Chiwetel Ejiofor,Rachel McAdams,Benedict Wong,Action, Adventure, Fantasy,1083
Master and Commander: The Far Side of the World,228764,PG-13,93.93,Russell Crowe,Paul Bettany,Billy Boyd,James D'Arcy,Action, Adventure, Drama,1130
Collateral,416168,R,101.01,Tom Cruise,Jamie Foxx,Jada Pinkett Smith,Mark Ruffalo,Action, Crime, Drama,1366
Enemy at the Gates,269043,R,51.4,Jude Law,Ed Harris,Joseph Fiennes,Rachel Weisz,Action, Drama, War,1638
Riders of Justice,55133,Not Rated,,Mads Mikkelsen,Nikolaj Lie Kaas,Andrea Heick Gadeberg,Lars Brygmann,Action, Comedy, Drama,1743
Source Code,531138,PG-13,54.71,Jake Gyllenhaal,Michelle Monaghan,Vera Farmiga,Jeffrey Wright,Action, Drama, Mystery,2115
Munich,232152,R,47.4,Eric Bana,Daniel Craig,Marie-Josée Croze,Ciarán Hinds,Action, Drama, History,2276
The Hunt for Red October,206795,PG,122.01,Sean Connery,Alec Baldwin,Scott Glenn,Sam Neill,Action, Adventure, Thriller,2517
Grindhouse,187509,R,25.04,Kurt Russell,Rose McGowan,Danny Trejo,Zoë Bell,Action, Horror, Thriller,2676
Midnight Run,89490,R,38.41,Robert De Niro,Charles Grodin,Yaphet Kotto,John Ashton,Action, Comedy, Crime,3105
The Guns of Navarone,53199,Not Rated,28.9,David Niven,Gregory Peck,Anthony Quinn,Anthony Quayle,Action, Adventure, Drama,3399
Tora! Tora! Tora!,35722,G,29.55,Martin Balsam,Sô Yamamura,Jason Robards,Joseph Cotten,Action, Drama, History,4103
Headhunters,104370,R,1.2,Aksel Hennie,Synnøve Macody Lund,Nikolaj Coster-Waldau,Julie R. Ølgaard,Action, Crime, Thriller,4300
Police Story,39087,PG-13,0.11,Jackie Chan,Maggie Cheung,Brigitte Lin,Yuen Chor,Action, Comedy, Crime,
Ip Man 2,108148,R,0.21,Donnie Yen,Xiaoming Huang,Sammo Kam-Bo Hung,Lynn Xiong,Action, Biography, Drama,
13 Assassins,66952,R,0.8,Kôji Yakusho,Takayuki Yamada,Yûsuke Iseya,Ikki Sawamura,Action, Adventure, Drama,
New World,25027,Not Rated,0.46,Lee Jung-jae,Choi Min-sik,Hwang Jung-min,Park Sung-woong,Action, Crime, Drama,
House of Flying Daggers,114327,PG-13,11.05,Ziyi Zhang,Takeshi Kaneshiro,Andy Lau,Dandan Song,Action, Adventure, Drama,
A Bittersweet Life,41502,Not Rated,,Lee Byung-hun,Shin Min-a,Yeong-cheol Kim,Hwang Jung-min,Action, Crime, Drama,
The Legend of Drunken Master,47485,R,11.55,Jackie Chan,Ho-Sung Pak,Lung Ti,Anita Mui,Action, Comedy,,
Tanhaji: The Unsung Warrior,34244,Not Rated,,Ajay Devgn,Saif Ali Khan,Sharad Kelkar,Kajol,Action, Biography, Drama,
The Blind Swordsman: Zatoichi,50542,R,0.85,Takeshi Kitano,Tadanobu Asano,Yui Natsukawa,Michiyo Yasuda,Action, Comedy, Crime,
Mesrine: Killer Instinct,34560,R,0.55,Vincent Cassel,Cécile de France,Gérard Depardieu,Gilles Lellouche,Action, Biography, Crime,
Jodhaa Akbar,33622,Not Rated,3.44,Hrithik Roshan,Aishwarya Rai Bachchan,Sonu Sood,Poonam Sinha,Action, Drama, History,
Delhi Belly,30970,Not Rated,1.53,Imran Khan,Vir Das,Kunaal Roy Kapur,Shenaz Treasury,Action, Comedy, Crime,
Mersal,36220,Not Rated,,Joseph Vijay,Nithya Menen,S.J. Suryah,Samantha Ruth Prabhu,Action, Thriller,,
To Strike,29927,,,Shaan Shahid,Hamza Ali Abbasi,Shamoon Abbasi,Ayesha Khan,Action, Crime, Drama,
John Wick,695212,R,43.04,Keanu Reeves,Michael Nyqvist,Alfie Allen,Willem Dafoe,Action, Crime, Thriller,69
John Wick: Chapter 3 - Parabellum,391294,R,171.02,Keanu Reeves,Halle Berry,Ian McShane,Laurence Fishburne,Action, Crime, Thriller,132
John Wick: Chapter 2,477706,R,92.03,Keanu Reeves,Riccardo Scamarcio,Ian McShane,Ruby Rose,Action, Crime, Thriller,166
Shang-Chi and the Legend of the Ten Rings,403032,PG-13,224.54,Simu Liu,Awkwafina,Tony Leung Chiu-wai,Ben Kingsley,Action, Adventure, Fantasy,194
Spider-Man: Homecoming,680586,PG-13,334.2,Tom Holland,Michael Keaton,Robert Downey Jr.,Marisa Tomei,Action, Adventure, Sci-Fi,282
Nobody,286755,R,27.27,Bob Odenkirk,Aleksey Serebryakov,Connie Nielsen,Christopher Lloyd,Action, Crime, Drama,315
Spider-Man,838839,PG-13,403.71,Tobey Maguire,Kirsten Dunst,Willem Dafoe,James Franco,Action, Adventure, Sci-Fi,327
Ready Player One,454274,PG-13,137.69,Tye Sheridan,Olivia Cooke,Ben Mendelsohn,Lena Waithe,Action, Adventure, Sci-Fi,552
Mission: Impossible - Rogue Nation,384148,PG-13,195.04,Tom Cruise,Rebecca Ferguson,Jeremy Renner,Simon Pegg,Action, Adventure, Thriller,607
Mission: Impossible - Ghost Protocol,501703,PG-13,209.4,Tom Cruise,Jeremy Renner,Simon Pegg,Paula Patton,Action, Adventure, Thriller,713
The Last Duel,165751,R,10.85,Matt Damon,Adam Driver,Jodie Comer,Harriet Walter,Action, Drama, History,780
Wonder Woman,674722,PG-13,412.56,Gal Gadot,Chris Pine,Robin Wright,Lucy Davis,Action, Adventure, Fantasy,846
Superman,180698,PG,134.22,Christopher Reeve,Margot Kidder,Gene Hackman,Marlon Brando,Action, Adventure, Sci-Fi,878
Spider-Man: Far from Home,516437,PG-13,390.53,Tom Holland,Samuel L. Jackson,Jake Gyllenhaal,Marisa Tomei,Action, Adventure, Comedy,948
Spider-Man 2,672898,PG-13,373.59,Tobey Maguire,Kirsten Dunst,Alfred Molina,James Franco,Action, Adventure, Sci-Fi,990
The Rock,347076,R,134.07,Sean Connery,Nicolas Cage,Ed Harris,John Spencer,Action, Adventure, Thriller,1067
Predestination,291321,R,0.07,Ethan Hawke,Sarah Snook,Noah Taylor,Madeleine West,Action, Drama, Sci-Fi,1070
Looper,587112,R,66.49,Joseph Gordon-Levitt,Bruce Willis,Emily Blunt,Paul Dano,Action, Drama, Sci-Fi,1241
A History of Violence,244751,R,31.49,Viggo Mortensen,Maria Bello,Ed Harris,William Hurt,Action, Crime, Drama,1435
Law Abiding Citizen,306710,R,73.34,Gerard Butler,Jamie Foxx,Leslie Bibb,Colm Meaney,Action, Crime, Drama,1752
X2: X-Men United,561040,PG-13,214.95,Patrick Stewart,Hugh Jackman,Halle Berry,Ian McKellen,Action, Sci-Fi, Thriller,1845
War for the Planet of the Apes,266810,PG-13,146.88,Andy Serkis,Woody Harrelson,Steve Zahn,Karin Konoval,Action, Adventure, Drama,1922
How to Train Your Dragon: The Hidden World,138303,PG,160.8,Jay Baruchel,America Ferrera,F. Murray Abraham,Cate Blanchett,Animation, Action, Adventure,2421
Sherlock Holmes: A Game of Shadows,466060,PG-13,186.85,Robert Downey Jr.,Jude Law,Jared Harris,Rachel McAdams,Action, Adventure, Mystery,2988
Bullitt,72188,M/PG,42.3,Steve McQueen,Jacqueline Bisset,Robert Vaughn,Don Gordon,Action, Crime, Thriller,3422
From Russia with Love,139501,PG,24.8,Sean Connery,Robert Shaw,Lotte Lenya,Daniela Bianchi,Action, Adventure, Thriller,3555
Open Range,75498,R,58.33,Kevin Costner,Robert Duvall,Diego Luna,Abraham Benrubi,Action, Drama, Romance,3612
Thief,34945,R,11.49,James Caan,Tuesday Weld,Willie Nelson,Jim Belushi,Action, Crime, Drama,3957
Mission Majnu,41638,TV-MA,,Sidharth Malhotra,Rashmika Mandanna,Parmeet Sethi,Zakir Hussain,Action, Drama, History,3991
Black Dynamite,50276,R,0.23,Michael Jai White,Arsenio Hall,Tommy Davidson,Phyllis Applegate,Action, Comedy,,
Rurouni Kenshin Part I: Origins,27633,TV-MA,,Takeru Satoh,Emi Takei,Yû Aoi,Munetaka Aoki,Action, Adventure, Drama,
Drunken Master,41958,PG-13,,Jackie Chan,Siu-Tin Yuen,Jeong-lee Hwang,Dean Shek,Action, Comedy,,
Summer Wars,30684,PG,0.08,Ryunosuke Kamiki,Nanami Sakuraba,Mitsuki Tanimura,Takahiro Yokokawa,Animation, Action, Adventure,
Mesrine: Public Enemy No. 1,30555,R,0.28,Vincent Cassel,Ludivine Sagnier,Mathieu Amalric,Samuel Le Bihan,Action, Biography, Crime,
Dungeons & Dragons: Honor Among Thieves,119548,PG-13,,Chris Pine,Michelle Rodriguez,Regé-Jean Page,Justice Smith,Action, Adventure, Comedy,6
Bullet Train,360467,R,103.37,Brad Pitt,Joey King,Aaron Taylor-Johnson,Brian Tyree Henry,Action, Comedy, Thriller,76
Fast Five,392576,PG-13,209.84,Vin Diesel,Paul Walker,Dwayne Johnson,Jordana Brewster,Action, Crime, Thriller,84
Tenet,531140,PG-13,58.46,John David Washington,Robert Pattinson,Elizabeth Debicki,Juhan Ulfsak,Action, Sci-Fi, Thriller,202
Ant-Man,693426,PG-13,180.2,Paul Rudd,Michael Douglas,Corey Stoll,Evangeline Lilly,Action, Comedy, Sci-Fi,203
Starship Troopers,305326,R,54.81,Casper Van Dien,Denise Richards,Dina Meyer,Jake Busey,Action, Adventure, Sci-Fi,242
No Time to Die,419379,PG-13,160.87,Daniel Craig,Ana de Armas,Rami Malek,Léa Seydoux,Action, Adventure, Thriller,243
True Lies,269212,R,146.28,Arnold Schwarzenegger,Jamie Lee Curtis,Tom Arnold,Bill Paxton,Action, Comedy, Thriller,351
Men in Black,584900,PG-13,250.69,Tommy Lee Jones,Will Smith,Linda Fiorentino,Vincent D'Onofrio,Action, Adventure, Comedy,357
The Accountant,305541,R,86.26,Ben Affleck,Anna Kendrick,J.K. Simmons,Jon Bernthal,Action, Thriller,,370
The Nice Guys,342793,R,36.26,Russell Crowe,Ryan Gosling,Angourie Rice,Matt Bomer,Action, Comedy, Crime,567
Dawn of the Dead,262707,R,59.02,Sarah Polley,Ving Rhames,Mekhi Phifer,Jake Weber,Action, Horror,,586
Black Panther,802347,PG-13,700.06,Chadwick Boseman,Michael B. Jordan,Lupita Nyong'o,Danai Gurira,Action, Adventure, Sci-Fi,611
Speed,376724,R,121.25,Keanu Reeves,Dennis Hopper,Sandra Bullock,Joe Morton,Action, Adventure, Thriller,630
Avengers: Age of Ultron,885971,PG-13,459.01,Robert Downey Jr.,Chris Evans,Mark Ruffalo,Chris Hemsworth,Action, Adventure, Sci-Fi,651
Beverly Hills Cop,191881,R,234.76,Eddie Murphy,Judge Reinhold,John Ashton,Lisa Eilbacher,Action, Comedy, Crime,770
Face/Off,387704,R,112.23,John Travolta,Nicolas Cage,Joan Allen,Alessandro Nivola,Action, Crime, Sci-Fi,807
X-Men,627620,PG-13,157.3,Patrick Stewart,Hugh Jackman,Ian McKellen,Famke Janssen,Action, Adventure, Sci-Fi,830
13 Hours,150567,R,52.85,John Krasinski,Pablo Schreiber,James Badge Dale,David Denman,Action, Drama, History,836
Alita: Battle Angel,279087,PG-13,85.71,Rosa Salazar,Christoph Waltz,Jennifer Connelly,Mahershala Ali,Action, Adventure, Sci-Fi,870
American Sniper,503521,R,350.13,Bradley Cooper,Sienna Miller,Kyle Gallner,Cole Konis,Action, Biography, Drama,940
The Karate Kid (1984),233165,PG,90.82,Ralph Macchio,Pat Morita,Elisabeth Shue,Martin Kove,Action, Drama, Family,1085
El Camino: A Breaking Bad Movie,267517,TV-MA,,Aaron Paul,Jonathan Banks,Matt Jones,Charles Baker,Action, Crime, Drama,1092
Pirates of the Caribbean: Dead Man's Chest,737022,PG-13,423.32,Johnny Depp,Orlando Bloom,Keira Knightley,Jack Davenport,Action, Adventure, Fantasy,1156
Raya and the Last Dragon,159702,PG,54.72,Kelly Marie Tran,Awkwafina,Gemma Chan,Izaac Wang,Animation, Action, Adventure,1602
The Lego Batman Movie,160152,PG,175.75,Will Arnett,Michael Cera,Rosario Dawson,Ralph Fiennes,Animation, Action, Adventure,1773
Equilibrium,338502,R,1.2,Christian Bale,Sean Bean,Emily Watson,Taye Diggs,Action, Drama, Sci-Fi,1846
Patriots Day,107717,R,31.89,Mark Wahlberg,Michelle Monaghan,J.K. Simmons,John Goodman,Action, Crime, Drama,2098
Southpaw,247120,R,52.42,Jake Gyllenhaal,Rachel McAdams,Oona Laurence,Forest Whitaker,Action, Crime, Drama,2129
Layer Cake,188062,R,2.34,Daniel Craig,Sienna Miller,Michael Gambon,Tom Hardy,Action, Crime, Drama,2379
Megamind,276263,PG,148.42,Will Ferrell,Jonah Hill,Brad Pitt,Tina Fey,Animation, Action, Comedy,2410
Eye in the Sky,88605,R,18.7,Helen Mirren,Aaron Paul,Alan Rickman,Barkhad Abdi,Action, Drama, Thriller,2469
The Adventures of Tintin,236665,PG,77.59,Jamie Bell,Andy Serkis,Daniel Craig,Simon Pegg,Animation, Action, Adventure,2535
Enemy of the State,250882,R,111.55,Will Smith,Gene Hackman,Jon Voight,Lisa Bonet,Action, Thriller,,2537
Okja,126661,TV-MA,,Tilda Swinton,Paul Dano,Seo-hyun Ahn,Jake Gyllenhaal,Action, Adventure, Drama,2792
To Live and Die in L.A.,35724,R,17.31,William Petersen,Willem Dafoe,Jane Leeves,Cherise Bates,Action, Crime, Drama,2857
The Next Three Days,200841,PG-13,21.15,Russell Crowe,Elizabeth Banks,Liam Neeson,Michael Buie,Action, Crime, Drama,3676
The Negotiator,148322,R,44.48,Samuel L. Jackson,Kevin Spacey,David Morse,Ron Rifkin,Action, Crime, Drama,3715
Invictus,163528,PG-13,37.49,Morgan Freeman,Matt Damon,Tony Kgoroge,Patrick Mofokeng,Action, Adventure, Biography,3974
Nikita,74078,R,5.02,Anne Parillaud,Marc Duret,Patrick Fontana,Alain Lathière,Action, Crime, Drama,4007
Star Trek IV: The Voyage Home,88409,PG,109.71,William Shatner,Leonard Nimoy,DeForest Kelley,James Doohan,Action, Adventure, Comedy,4021
Crimson Tide,117680,R,91.4,Gene Hackman,Denzel Washington,Matt Craven,George Dzundza,Action, Drama, Thriller,4022
Grosse Pointe Blank,96873,R,28.01,John Cusack,Minnie Driver,Dan Aykroyd,Joan Cusack,Action, Comedy, Crime,4263
Running Scared,101551,R,6.86,Paul Walker,Cameron Bright,Chazz Palminteri,Vera Farmiga,Action, Crime, Drama,4422
Shaolin Soccer,84150,PG,0.49,Stephen Chow,Wei Zhao,Yat-Fei Wong,Man-Tat Ng,Action, Comedy, Fantasy,4668
Assault on Precinct 13 (1976),52862,R,,Austin Stoker,Darwin Joston,Laurie Zimmer,Martin West,Action, Crime, Thriller,
Jason and the Argonauts,29490,G,4.58,Todd Armstrong,Nancy Kovack,Gary Raymond,Laurence Naismith,Action, Adventure, Family,
The Getaway,33942,PG,36.73,Steve McQueen,Ali MacGraw,Ben Johnson,Sally Struthers,Action, Crime, Thriller,
Red Cliff,47367,R,0.63,Tony Leung Chiu-wai,Takeshi Kaneshiro,Fengyi Zhang,Chang Chen,Action, Adventure, Drama,
Bacurau,29008,Not Rated,,Bárbara Colen,Thomas Aquino,Silvero Pereira,Thardelly Lima,Action, Adventure, Drama,
Get Carter (1971),35261,R,0.39,Michael Caine,Ian Hendry,Britt Ekland,John Osborne,Action, Crime, Thriller,
Ghajini,64273,Not Rated,2.43,Aamir Khan,Asin Thottumkal,Jiah Khan,Aamir Naik,Action, Drama, Mystery,
Max Manus: Man of War,28951,Not Rated,,Aksel Hennie,Agnes Kittelsen,Nicolai Cleve Broch,Ken Duken,Action, Biography, Crime,
The Baader Meinhof Complex,39003,R,0.48,Martina Gedeck,Moritz Bleibtreu,Johanna Wokalek,Bruno Ganz,Action, Biography, Crime,
Master,79015,Not Rated,,Joseph Vijay,Vijay Sethupathi,Malavika Mohanan,Arjun Das,Action, Crime, Thriller,
The Suicide Squad,373523,R,55.82,Margot Robbie,Idris Elba,John Cena,Joel Kinnaman,Action, Adventure, Comedy,122
The Hunger Games,948696,PG-13,408.01,Jennifer Lawrence,Josh Hutcherson,Liam Hemsworth,Stanley Tucci,Action, Adventure, Sci-Fi,185
From Dusk Till Dawn,325501,R,25.75,Harvey Keitel,George Clooney,Juliette Lewis,Quentin Tarantino,Action, Crime, Horror,531
The Equalizer,384822,R,101.53,Denzel Washington,Marton Csokas,Chloë Grace Moretz,David Harbour,Action, Crime, Thriller,609
Willow,126896,PG,57.27,Val Kilmer,Joanne Whalley,Warwick Davis,Jean Marsh,Action, Adventure, Drama,637
Point Break (1991),191622,R,43.22,Patrick Swayze,Keanu Reeves,Gary Busey,Lori Petty,Action, Crime, Thriller,831
The Man from U.N.C.L.E.,319926,PG-13,45.45,Henry Cavill,Armie Hammer,Alicia Vikander,Elizabeth Debicki,Action, Adventure, Comedy,994
